<BEGIN>
Bus/Hour;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;
Bus567;8.25622;7.93169;7.71545;7.58778;7.66923;7.82794;8.27238;8.59657;8.78405;8.99382;8.91495;8.95665;8.67253;8.59851;8.56134;8.70259;9.44537;10.32649;10.07373;10.2431;10.22661;9.75438;9.24368;8.63116;8.21387;7.90713;7.5519;7.65146;7.73097;8.21937;8.79407;9.13766;9.41079;9.81482;9.86266;9.71624;
Bus568;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus569;6.0165;5.78001;5.62243;5.52939;5.58875;5.7044;6.02827;6.26452;6.40114;6.55401;6.49654;6.52692;6.31988;6.26594;6.23885;6.34178;6.88306;7.52516;7.34096;7.46439;7.45237;7.10824;6.73608;6.28973;5.98564;5.76211;5.50325;5.57579;5.63374;5.98965;6.40844;6.65883;6.85786;7.15229;7.18715;7.08045;
Bus570;8.2123;7.8895;7.67441;7.54742;7.62844;7.7863;8.22837;8.55085;8.73732;8.94598;8.86753;8.90901;8.6264;8.55278;8.5158;8.6563;9.39513;10.27156;10.02014;10.18861;10.17222;9.70249;9.19451;8.58525;8.17018;7.86507;7.51173;7.61076;7.68985;8.17565;8.74729;9.08905;9.36073;9.76261;9.8102;9.66455;
Bus571;5.00643;4.80964;4.67852;4.6011;4.65049;4.74673;5.01623;5.21282;5.3265;5.4537;5.40588;5.43116;5.25888;5.21399;5.19145;5.2771;5.72751;6.26181;6.10854;6.21124;6.20124;5.91489;5.60521;5.23379;4.98075;4.79475;4.57934;4.63971;4.68793;4.98408;5.33257;5.54092;5.70654;5.95154;5.98055;5.89176;
Bus572;4.47944;4.30337;4.18604;4.11677;4.16097;4.24707;4.4882;4.6641;4.76581;4.87963;4.83684;4.85946;4.70531;4.66515;4.64498;4.72162;5.12462;5.60267;5.46553;5.55743;5.54848;5.29227;5.01519;4.68286;4.45646;4.29004;4.09731;4.15132;4.19446;4.45944;4.77125;4.95767;5.10585;5.32506;5.35102;5.27158;
Bus573;4.61118;4.42994;4.30916;4.23786;4.28335;4.37199;4.62021;4.80128;4.90598;5.02315;4.9791;5.00238;4.8437;4.80236;4.7816;4.86049;5.27534;5.76746;5.62628;5.72088;5.71167;5.44792;5.16269;4.82059;4.58754;4.41622;4.21782;4.27342;4.31783;4.5906;4.91158;5.10348;5.25602;5.48168;5.5084;5.42662;
Bus574;10.27635;9.87243;9.60328;9.44436;9.54575;9.74328;10.29647;10.69999;10.93333;11.19444;11.09627;11.14817;10.79454;10.70241;10.65614;10.83195;11.75647;12.85319;12.53857;12.74939;12.72887;12.14109;11.50543;10.74304;10.22365;9.84185;9.39971;9.52362;9.62259;10.23049;10.94581;11.37347;11.71342;12.21632;12.27586;12.09361;
Bus575;4.96251;4.76745;4.63748;4.56074;4.6097;4.70509;4.97223;5.16709;5.27977;5.40586;5.35846;5.38352;5.21275;5.16826;5.14591;5.23081;5.67727;6.20688;6.05495;6.15676;6.14685;5.863;5.55604;5.18788;4.93706;4.75269;4.53917;4.59901;4.64681;4.94036;5.2858;5.49232;5.65648;5.89933;5.92809;5.84008;
Bus576;5.97258;5.73782;5.58139;5.48903;5.54796;5.66276;5.98427;6.2188;6.35442;6.50617;6.44912;6.47928;6.27375;6.2202;6.19331;6.29549;6.83282;7.47023;7.28738;7.4099;7.39798;7.05636;6.68692;6.24382;5.94195;5.72005;5.46308;5.5351;5.59262;5.94593;6.36167;6.61022;6.8078;7.10008;7.13469;7.02877;
Bus577;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus578;3.86461;3.71271;3.61149;3.55173;3.58985;3.66414;3.87218;4.02393;4.11168;4.20987;4.17296;4.19247;4.05948;4.02484;4.00744;4.07355;4.42124;4.83368;4.71536;4.79464;4.78693;4.56588;4.32683;4.04012;3.84479;3.70121;3.53493;3.58153;3.61875;3.84736;4.11637;4.2772;4.40505;4.59417;4.61656;4.54803;
Bus579;3.77678;3.62833;3.52941;3.47101;3.50827;3.58087;3.78417;3.93248;4.01823;4.11419;4.07812;4.09719;3.96722;3.93336;3.91636;3.98097;4.32075;4.72382;4.60819;4.68567;4.67813;4.46211;4.22849;3.9483;3.75741;3.61709;3.45459;3.50013;3.53651;3.75992;4.02282;4.17999;4.30493;4.48976;4.51164;4.44466;
Bus580;2.28363;2.19387;2.13406;2.09875;2.12128;2.16517;2.2881;2.37778;2.42963;2.48765;2.46584;2.47737;2.39879;2.37831;2.36803;2.4071;2.61255;2.85626;2.78635;2.8332;2.82864;2.69802;2.55676;2.38734;2.27192;2.18708;2.08882;2.11636;2.13835;2.27344;2.4324;2.52744;2.60298;2.71474;2.72797;2.68747;
Bus581;1.53706;1.47665;1.43639;1.41262;1.42778;1.45733;1.54007;1.60043;1.63533;1.67438;1.6597;1.66746;1.61457;1.60079;1.59387;1.62016;1.75845;1.92249;1.87543;1.90696;1.90389;1.81597;1.7209;1.60686;1.52918;1.47207;1.40594;1.42447;1.43928;1.5302;1.63719;1.70116;1.75201;1.82723;1.83613;1.80887;
Bus582;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus583;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus584;9.17845;8.81768;8.57729;8.43535;8.5259;8.70234;9.19642;9.55683;9.76524;9.99845;9.91077;9.95713;9.64127;9.55899;9.51766;9.67469;10.50044;11.47998;11.19898;11.38727;11.36895;10.84396;10.27622;9.59528;9.13138;8.79037;8.39546;8.50614;8.59454;9.13749;9.77638;10.15835;10.46199;10.91116;10.96434;10.80156;
Bus585;0.61482;0.59066;0.57456;0.56505;0.57111;0.58293;0.61603;0.64017;0.65413;0.66975;0.66388;0.66698;0.64583;0.64031;0.63755;0.64807;0.70338;0.76899;0.75017;0.76278;0.76156;0.72639;0.68836;0.64275;0.61167;0.58883;0.56238;0.56979;0.57571;0.61208;0.65488;0.68046;0.7008;0.73089;0.73445;0.72355;
Bus586;0.35133;0.33752;0.32832;0.32288;0.32635;0.3331;0.35202;0.36581;0.37379;0.38272;0.37936;0.38113;0.36904;0.36589;0.36431;0.37032;0.40193;0.43943;0.42867;0.43588;0.43518;0.41508;0.39335;0.36728;0.34953;0.33647;0.32136;0.32559;0.32898;0.34976;0.37422;0.38884;0.40046;0.41765;0.41969;0.41346;
Bus587;6.89482;6.62381;6.44323;6.3366;6.40463;6.53716;6.90831;7.17905;7.33561;7.5108;7.44493;7.47976;7.24249;7.18067;7.14963;7.26759;7.88789;8.62372;8.41263;8.55408;8.54031;8.14594;7.71945;7.20794;6.85946;6.60329;6.30664;6.38978;6.45618;6.86405;7.34398;7.63092;7.85901;8.19642;8.23637;8.11409;
Bus588;2.63496;2.53139;2.46238;2.42163;2.44763;2.49828;2.64012;2.74359;2.80342;2.87037;2.8452;2.85851;2.76783;2.74421;2.73234;2.77742;3.01448;3.29569;3.21502;3.26907;3.26381;3.1131;2.95011;2.75463;2.62145;2.52355;2.41018;2.44195;2.46733;2.6232;2.80662;2.91627;3.00344;3.13239;3.14766;3.10093;
Bus589;1.80056;1.72978;1.68263;1.65478;1.67255;1.70716;1.80408;1.87478;1.91567;1.96142;1.94422;1.95331;1.89135;1.87521;1.8671;1.89791;2.05989;2.25205;2.19693;2.23387;2.23027;2.12728;2.01591;1.88233;1.79132;1.72443;1.64696;1.66867;1.68601;1.79252;1.91785;1.99279;2.05235;2.14047;2.1509;2.11897;
Bus590;8.69538;8.35359;8.12585;7.99138;8.07717;8.24432;8.7124;9.05384;9.25128;9.47222;9.38915;9.43307;9.13384;9.05588;9.01673;9.1655;9.94778;10.87577;10.60956;10.78794;10.77058;10.27323;9.73536;9.09026;8.65078;8.32772;7.9536;8.05845;8.14219;8.65657;9.26184;9.6237;9.91136;10.33689;10.38727;10.23306;
Bus591;9.0467;8.69111;8.45417;8.31427;8.40352;8.57742;9.06441;9.41965;9.62507;9.85493;9.76851;9.8142;9.50288;9.42178;9.38105;9.53582;10.34972;11.3152;11.03823;11.22382;11.20576;10.68831;10.12871;9.45755;9.00031;8.66419;8.27496;8.38404;8.47117;9.00633;9.63605;10.01254;10.31182;10.75454;10.80696;10.64651;
Bus592;2.85454;2.74234;2.66758;2.62343;2.6516;2.70647;2.86013;2.97222;3.03704;3.10957;3.0823;3.09671;2.99848;2.97289;2.96004;3.00888;3.26569;3.57033;3.48294;3.5415;3.5358;3.37252;3.19595;2.98418;2.8399;2.73385;2.61103;2.64545;2.67294;2.8418;3.0405;3.1593;3.25373;3.39342;3.40996;3.35934;
Bus593;2.85454;2.74234;2.66758;2.62343;2.6516;2.70647;2.86013;2.97222;3.03704;3.10957;3.0823;3.09671;2.99848;2.97289;2.96004;3.00888;3.26569;3.57033;3.48294;3.5415;3.5358;3.37252;3.19595;2.98418;2.8399;2.73385;2.61103;2.64545;2.67294;2.8418;3.0405;3.1593;3.25373;3.39342;3.40996;3.35934;
Bus594;2.28363;2.19387;2.13406;2.09875;2.12128;2.16517;2.2881;2.37778;2.42963;2.48765;2.46584;2.47737;2.39879;2.37831;2.36803;2.4071;2.61255;2.85626;2.78635;2.8332;2.82864;2.69802;2.55676;2.38734;2.27192;2.18708;2.08882;2.11636;2.13835;2.27344;2.4324;2.52744;2.60298;2.71474;2.72797;2.68747;
Bus595;2.89846;2.78453;2.70862;2.66379;2.69239;2.74811;2.90413;3.01795;3.08376;3.15741;3.12972;3.14436;3.04461;3.01863;3.00558;3.05517;3.31593;3.62526;3.53652;3.59598;3.59019;3.42441;3.24512;3.03009;2.88359;2.77591;2.6512;2.68615;2.71406;2.88552;3.08728;3.2079;3.30379;3.44563;3.46242;3.41102;
Bus596;3.07412;2.95329;2.87278;2.82524;2.85557;2.91466;3.08014;3.20085;3.27066;3.34876;3.3194;3.33492;3.22913;3.20157;3.18773;3.24033;3.51689;3.84497;3.75086;3.81392;3.80778;3.63195;3.44179;3.21373;3.05836;2.94414;2.81188;2.84895;2.87855;3.0604;3.27439;3.40232;3.50402;3.65445;3.67227;3.61775;
Bus597;5.18209;4.9784;4.84268;4.76254;4.81367;4.91328;5.19224;5.39572;5.51339;5.64506;5.59556;5.62173;5.4434;5.39694;5.37361;5.46227;5.92848;6.48152;6.32287;6.42918;6.41883;6.12243;5.80188;5.41743;5.15552;4.96299;4.74002;4.80251;4.85242;5.15896;5.51968;5.73534;5.90677;6.16037;6.19039;6.09849;
Bus598;3.42545;3.29081;3.20109;3.14812;3.18192;3.24776;3.43216;3.56666;3.64444;3.73148;3.69876;3.71606;3.59818;3.56747;3.55205;3.61065;3.91882;4.2844;4.17952;4.2498;4.24296;4.04703;3.83514;3.58101;3.40788;3.28062;3.13324;3.17454;3.20753;3.41016;3.6486;3.79116;3.90447;4.07211;4.09195;4.0312;
Bus599;4.56727;4.38775;4.26812;4.19749;4.24255;4.33035;4.57621;4.75555;4.85926;4.97531;4.93168;4.95474;4.79757;4.75662;4.73606;4.8142;5.2251;5.71253;5.5727;5.66639;5.65728;5.39604;5.11352;4.77468;4.54384;4.37416;4.17765;4.23272;4.27671;4.54688;4.8648;5.05487;5.20597;5.42948;5.45594;5.37494;
Bus600;4.21594;4.05023;3.93981;3.87461;3.9162;3.99724;4.22419;4.38974;4.48547;4.59259;4.55232;4.57361;4.42853;4.39073;4.37175;4.44388;4.82317;5.2731;5.14403;5.23052;5.2221;4.98096;4.72018;4.4074;4.19432;4.03768;3.85629;3.90713;3.94773;4.19712;4.49059;4.66604;4.80551;5.01182;5.03625;4.96148;
Bus601;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus602;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus603;0.87832;0.8438;0.82079;0.80721;0.81588;0.83276;0.88004;0.91453;0.93447;0.95679;0.9484;0.95284;0.92261;0.91474;0.91078;0.92581;1.00483;1.09856;1.07167;1.08969;1.08794;1.0377;0.98337;0.91821;0.87382;0.84118;0.80339;0.81398;0.82244;0.8744;0.93554;0.97209;1.00115;1.04413;1.04922;1.03364;
Bus604;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus605;3.77678;3.62833;3.52941;3.47101;3.50827;3.58087;3.78417;3.93248;4.01823;4.11419;4.07812;4.09719;3.96722;3.93336;3.91636;3.98097;4.32075;4.72382;4.60819;4.68567;4.67813;4.46211;4.22849;3.9483;3.75741;3.61709;3.45459;3.50013;3.53651;3.75992;4.02282;4.17999;4.30493;4.48976;4.51164;4.44466;
Bus606;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus607;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus608;3.68895;3.54395;3.44733;3.39028;3.42668;3.49759;3.69617;3.84102;3.92479;4.01852;3.98328;4.00191;3.87496;3.84189;3.82528;3.88839;4.22027;4.61396;4.50103;4.5767;4.56934;4.35834;4.13015;3.85648;3.67003;3.53297;3.37425;3.41874;3.45426;3.67248;3.92926;4.08278;4.20482;4.38535;4.40672;4.3413;
Bus609;12.8674;12.36163;12.02462;11.82563;11.95258;12.19992;12.89259;13.39785;13.69003;14.01697;13.89405;13.95903;13.51623;13.40087;13.34294;13.56308;14.72071;16.09395;15.70001;15.96398;15.93829;15.2023;14.40637;13.45175;12.80141;12.32334;11.76972;11.92487;12.0488;12.80997;13.70565;14.24114;14.66681;15.2965;15.37106;15.14286;
Bus610;12.8674;12.36163;12.02462;11.82563;11.95258;12.19992;12.89259;13.39785;13.69003;14.01697;13.89405;13.95903;13.51623;13.40087;13.34294;13.56308;14.72071;16.09395;15.70001;15.96398;15.93829;15.2023;14.40637;13.45175;12.80141;12.32334;11.76972;11.92487;12.0488;12.80997;13.70565;14.24114;14.66681;15.2965;15.37106;15.14286;
Bus611;8.95887;8.60673;8.37209;8.23355;8.32193;8.49415;8.97641;9.3282;9.53162;9.75925;9.67367;9.71892;9.41062;9.3303;9.28997;9.44324;10.24923;11.20534;10.93107;11.11485;11.09696;10.58454;10.03037;9.36573;8.91293;8.58008;8.19462;8.30264;8.38892;8.91889;9.5425;9.91533;10.2117;10.65012;10.70203;10.54315;
Bus612;8.95887;8.60673;8.37209;8.23355;8.32193;8.49415;8.97641;9.3282;9.53162;9.75925;9.67367;9.71892;9.41062;9.3303;9.28997;9.44324;10.24923;11.20534;10.93107;11.11485;11.09696;10.58454;10.03037;9.36573;8.91293;8.58008;8.19462;8.30264;8.38892;8.91889;9.5425;9.91533;10.2117;10.65012;10.70203;10.54315;
Bus613;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus614;6.19216;5.94877;5.78659;5.69083;5.75192;5.87095;6.20428;6.44743;6.58803;6.74537;6.68622;6.71749;6.5044;6.44889;6.42101;6.52694;7.08403;7.74487;7.55529;7.68232;7.66996;7.31578;6.93276;6.47337;6.1604;5.93035;5.66393;5.73859;5.79823;6.16453;6.59555;6.85324;7.05809;7.36112;7.39699;7.28718;
Bus615;8.87104;8.52235;8.29001;8.15283;8.24035;8.41087;8.8884;9.23674;9.43818;9.66357;9.57883;9.62363;9.31836;9.23883;9.19889;9.35066;10.14875;11.09549;10.8239;11.00588;10.98817;10.48077;9.93204;9.27391;8.82554;8.49596;8.11428;8.22124;8.30668;8.83145;9.44894;9.81812;10.11159;10.54571;10.59711;10.43979;
Bus616;8.87104;8.52235;8.29001;8.15283;8.24035;8.41087;8.8884;9.23674;9.43818;9.66357;9.57883;9.62363;9.31836;9.23883;9.19889;9.35066;10.14875;11.09549;10.8239;11.00588;10.98817;10.48077;9.93204;9.27391;8.82554;8.49596;8.11428;8.22124;8.30668;8.83145;9.44894;9.81812;10.11159;10.54571;10.59711;10.43979;
Bus617;0.87832;0.8438;0.82079;0.80721;0.81588;0.83276;0.88004;0.91453;0.93447;0.95679;0.9484;0.95284;0.92261;0.91474;0.91078;0.92581;1.00483;1.09856;1.07167;1.08969;1.08794;1.0377;0.98337;0.91821;0.87382;0.84118;0.80339;0.81398;0.82244;0.8744;0.93554;0.97209;1.00115;1.04413;1.04922;1.03364;
Bus618;4.56727;4.38775;4.26812;4.19749;4.24255;4.33035;4.57621;4.75555;4.85926;4.97531;4.93168;4.95474;4.79757;4.75662;4.73606;4.8142;5.2251;5.71253;5.5727;5.66639;5.65728;5.39604;5.11352;4.77468;4.54384;4.37416;4.17765;4.23272;4.27671;4.54688;4.8648;5.05487;5.20597;5.42948;5.45594;5.37494;
Bus619;5.18209;4.9784;4.84268;4.76254;4.81367;4.91328;5.19224;5.39572;5.51339;5.64506;5.59556;5.62173;5.4434;5.39694;5.37361;5.46227;5.92848;6.48152;6.32287;6.42918;6.41883;6.12243;5.80188;5.41743;5.15552;4.96299;4.74002;4.80251;4.85242;5.15896;5.51968;5.73534;5.90677;6.16037;6.19039;6.09849;
Bus620;1.97622;1.89854;1.84678;1.81622;1.83572;1.87371;1.98009;2.05769;2.10256;2.15278;2.1339;2.14388;2.07587;2.05815;2.04926;2.08307;2.26086;2.47177;2.41126;2.45181;2.44786;2.33482;2.21258;2.06597;1.96609;1.89266;1.80764;1.83147;1.8505;1.9674;2.10496;2.18721;2.25258;2.34929;2.36074;2.32569;
Bus621;1.97622;1.89854;1.84678;1.81622;1.83572;1.87371;1.98009;2.05769;2.10256;2.15278;2.1339;2.14388;2.07587;2.05815;2.04926;2.08307;2.26086;2.47177;2.41126;2.45181;2.44786;2.33482;2.21258;2.06597;1.96609;1.89266;1.80764;1.83147;1.8505;1.9674;2.10496;2.18721;2.25258;2.34929;2.36074;2.32569;
Bus622;7.99272;7.67855;7.46922;7.34562;7.42447;7.57811;8.00836;8.32222;8.5037;8.70678;8.63043;8.6708;8.39575;8.32409;8.28811;8.42485;9.14392;9.99692;9.75222;9.91619;9.90023;9.44307;8.94867;8.3557;7.95173;7.65477;7.31088;7.40726;7.48424;7.95705;8.5134;8.84603;9.11044;9.50158;9.54789;9.40614;
Bus623;7.99272;7.67855;7.46922;7.34562;7.42447;7.57811;8.00836;8.32222;8.5037;8.70678;8.63043;8.6708;8.39575;8.32409;8.28811;8.42485;9.14392;9.99692;9.75222;9.91619;9.90023;9.44307;8.94867;8.3557;7.95173;7.65477;7.31088;7.40726;7.48424;7.95705;8.5134;8.84603;9.11044;9.50158;9.54789;9.40614;
Bus624;7.33398;7.04571;6.85362;6.74021;6.81256;6.95354;7.34833;7.63632;7.80285;7.98919;7.91913;7.95617;7.70379;7.63804;7.60502;7.73049;8.3903;9.173;8.94847;9.09892;9.08428;8.66479;8.21114;7.66704;7.29637;7.02389;6.70834;6.79677;6.8674;7.30125;7.81175;8.11696;8.35958;8.71848;8.76098;8.63091;
Bus625;7.33398;7.04571;6.85362;6.74021;6.81256;6.95354;7.34833;7.63632;7.80285;7.98919;7.91913;7.95617;7.70379;7.63804;7.60502;7.73049;8.3903;9.173;8.94847;9.09892;9.08428;8.66479;8.21114;7.66704;7.29637;7.02389;6.70834;6.79677;6.8674;7.30125;7.81175;8.11696;8.35958;8.71848;8.76098;8.63091;
Bus626;5.753;5.52687;5.37619;5.28723;5.34399;5.45457;5.76426;5.99017;6.1208;6.26697;6.21202;6.24107;6.04309;5.99152;5.96562;6.06404;6.58162;7.19559;7.01946;7.13748;7.12599;6.79693;6.44107;6.01427;5.7235;5.50975;5.26223;5.3316;5.38701;5.72732;6.12778;6.3672;6.55752;6.83905;6.87238;6.77036;
Bus627;5.753;5.52687;5.37619;5.28723;5.34399;5.45457;5.76426;5.99017;6.1208;6.26697;6.21202;6.24107;6.04309;5.99152;5.96562;6.06404;6.58162;7.19559;7.01946;7.13748;7.12599;6.79693;6.44107;6.01427;5.7235;5.50975;5.26223;5.3316;5.38701;5.72732;6.12778;6.3672;6.55752;6.83905;6.87238;6.77036;
Bus628;3.20587;3.07986;2.99589;2.94632;2.97795;3.03957;3.21215;3.33803;3.41083;3.49228;3.46166;3.47785;3.36753;3.33878;3.32435;3.3792;3.66762;4.00975;3.91161;3.97737;3.97097;3.7876;3.5893;3.35146;3.18943;3.07032;2.93239;2.97104;3.00192;3.19156;3.41472;3.54813;3.65419;3.81107;3.82965;3.77279;
Bus629;11.06684;10.63185;10.34199;10.17085;10.28004;10.49277;11.0885;11.52307;11.77436;12.05555;11.94983;12.00572;11.62488;11.52567;11.47584;11.66518;12.66082;13.84189;13.50308;13.73011;13.70801;13.07502;12.39046;11.56943;11.01008;10.59892;10.12276;10.25621;10.36279;11.01745;11.78779;12.24835;12.61446;13.15604;13.22016;13.02389;
Bus630;16.38068;15.73682;15.30779;15.05448;15.21608;15.53096;16.41275;17.05597;17.42792;17.84412;17.68765;17.77038;17.20667;17.05982;16.98607;17.26631;18.74002;20.4882;19.9867;20.32274;20.29004;19.3531;18.33985;17.12459;16.29667;15.68808;14.98329;15.18081;15.33857;16.30757;17.4478;18.1295;18.6714;19.47302;19.56793;19.27743;
Bus631;0.35133;0.33752;0.32832;0.32288;0.32635;0.3331;0.35202;0.36581;0.37379;0.38272;0.37936;0.38113;0.36904;0.36589;0.36431;0.37032;0.40193;0.43943;0.42867;0.43588;0.43518;0.41508;0.39335;0.36728;0.34953;0.33647;0.32136;0.32559;0.32898;0.34976;0.37422;0.38884;0.40046;0.41765;0.41969;0.41346;
Bus632;1.3614;1.30789;1.27223;1.25118;1.26461;1.29078;1.36406;1.41752;1.44843;1.48302;1.47002;1.47689;1.43005;1.41784;1.41171;1.435;1.55748;1.70277;1.66109;1.68902;1.6863;1.60843;1.52422;1.42322;1.35442;1.30384;1.24526;1.26168;1.27479;1.35532;1.45009;1.50674;1.55178;1.6184;1.62629;1.60215;
Bus633;11.41817;10.96936;10.67031;10.49374;10.60639;10.82587;11.44052;11.88888;12.14815;12.43826;12.32919;12.38686;11.99393;11.89156;11.84015;12.0355;13.06275;14.28132;13.93175;14.16599;14.14319;13.4901;12.78381;11.93671;11.35961;10.93539;10.44412;10.5818;10.69177;11.36721;12.16201;12.63719;13.01492;13.57369;13.63985;13.43735;
Bus634;0.57091;0.54847;0.53352;0.52469;0.53032;0.54129;0.57203;0.59444;0.60741;0.62191;0.61646;0.61934;0.5997;0.59458;0.59201;0.60178;0.65314;0.71407;0.69659;0.7083;0.70716;0.6745;0.63919;0.59684;0.56798;0.54677;0.52221;0.52909;0.53459;0.56836;0.6081;0.63186;0.65075;0.67868;0.68199;0.67187;
Bus635;1.75664;1.68759;1.64159;1.61442;1.63175;1.66552;1.76008;1.82906;1.86895;1.91358;1.8968;1.90567;1.84522;1.82947;1.82156;1.85162;2.00965;2.19713;2.14335;2.17938;2.17588;2.0754;1.96674;1.83642;1.74763;1.68237;1.60679;1.62797;1.64489;1.7488;1.87108;1.94418;2.00229;2.08826;2.09844;2.06728;
Bus636;1.75664;1.68759;1.64159;1.61442;1.63175;1.66552;1.76008;1.82906;1.86895;1.91358;1.8968;1.90567;1.84522;1.82947;1.82156;1.85162;2.00965;2.19713;2.14335;2.17938;2.17588;2.0754;1.96674;1.83642;1.74763;1.68237;1.60679;1.62797;1.64489;1.7488;1.87108;1.94418;2.00229;2.08826;2.09844;2.06728;
Bus637;1.84447;1.77197;1.72367;1.69514;1.71334;1.74879;1.84808;1.92051;1.96239;2.00926;1.99164;2.00095;1.93748;1.92094;1.91264;1.9442;2.11014;2.30698;2.25051;2.28835;2.28467;2.17917;2.06508;1.92824;1.83501;1.76649;1.68713;1.70937;1.72713;1.83624;1.96463;2.04139;2.10241;2.19267;2.20336;2.17065;
Bus638;6.19216;5.94877;5.78659;5.69083;5.75192;5.87095;6.20428;6.44743;6.58803;6.74537;6.68622;6.71749;6.5044;6.44889;6.42101;6.52694;7.08403;7.74487;7.55529;7.68232;7.66996;7.31578;6.93276;6.47337;6.1604;5.93035;5.66393;5.73859;5.79823;6.16453;6.59555;6.85324;7.05809;7.36112;7.39699;7.28718;
Bus639;6.19216;5.94877;5.78659;5.69083;5.75192;5.87095;6.20428;6.44743;6.58803;6.74537;6.68622;6.71749;6.5044;6.44889;6.42101;6.52694;7.08403;7.74487;7.55529;7.68232;7.66996;7.31578;6.93276;6.47337;6.1604;5.93035;5.66393;5.73859;5.79823;6.16453;6.59555;6.85324;7.05809;7.36112;7.39699;7.28718;
Bus640;3.11804;2.99548;2.91382;2.8656;2.89636;2.9563;3.12414;3.24658;3.31738;3.3966;3.36682;3.38256;3.27527;3.24731;3.23327;3.28662;3.56713;3.8999;3.80444;3.8684;3.86218;3.68383;3.49096;3.25964;3.10205;2.9862;2.85205;2.88965;2.91967;3.10412;3.32116;3.45092;3.55407;3.70666;3.72473;3.66943;
Bus641;3.11804;2.99548;2.91382;2.8656;2.89636;2.9563;3.12414;3.24658;3.31738;3.3966;3.36682;3.38256;3.27527;3.24731;3.23327;3.28662;3.56713;3.8999;3.80444;3.8684;3.86218;3.68383;3.49096;3.25964;3.10205;2.9862;2.85205;2.88965;2.91967;3.10412;3.32116;3.45092;3.55407;3.70666;3.72473;3.66943;
Bus642;7.77314;7.46761;7.26402;7.14381;7.2205;7.36992;7.78835;8.09358;8.27009;8.46759;8.39333;8.43259;8.1651;8.09541;8.06041;8.1934;8.89272;9.72228;9.48431;9.64377;9.62825;9.18364;8.70282;8.12615;7.73327;7.44448;7.11003;7.20376;7.27863;7.73845;8.27952;8.60301;8.86015;9.24055;9.28559;9.14773;
